# name	cuisine_slug	confidence
# REVIEW THIS before --emit-sql. Delete or correct any line.
The Nutrition Vibe	juice-smoothie	low
The Oaks Life Center, Pllc	null	high
The Original Ali Baba Authentic Lebanese Grill since 1988 On Lower Greenville	lebanese	high
The Original Hot Dog Factory - Fort Worth	fast-food	medium
The Original Pancake House	breakfast	high
The Owl Icehouse	bar	medium
The POT baked potato bar	comfort-food	low
The Parlour Social Lounge	bar	low
The Patio Downtown	null	medium
The Philly Cheesesteak Factory, Llc	deli-sandwiches	high
The Prep Kitchen	null	high
The Public Market Fort Worth	food-hall	low
The Quail Shack	null	medium
The Ranch At Las Colinas Llc	new-american	low
The Raven	null	high
The Rim Waterside	null	high
The Royal Daiquiri Dallas	bar	medium
The Rustic	null	medium
The Ryan Ia, Llc	null	high
The Saint	null	high
The Salven Kitchen	null	high
The Saxton Group, Llc.	null	high
The Scoreboard	sports-bar	medium
The Shed Cafe & BBQ Smokehouse	smokehouse	high
The Shirley Shack	null	high
The Shops at Bedford Crossing	null	high
The Shops at Mustang Station	null	high
The Slim Fish	seafood-classic	low
The Sour Boule - Willow Bend	bakery	low
The Stable	null	high
The Stair Company Llc	null	high
The Station Patio Icehouse	bar	medium
The Sun's Organization Inc	null	high
The Taphouse Gastro Kitchen & Bar	pub	medium
The Techmar Group Llc	null	high
The Toasted Yolk Cafe- Highland Village	breakfast	high
The Toasted Yolk Cafe- Southlake	breakfast	high
The Tracy Shook Company	null	high
The V's Pizza Llc	pizza-classic	high
The Vandy	null	low
The Vault Mediterranean	mediterranean	high
The Vault Smokehouse	smokehouse	high
The Vault Smokehouse, Llc	smokehouse	high
The Velvet Hookah	middle-eastern	low
The Wild Mushroom	null	low
The Wild Turkey	null	low
The Wing Mac	wings	medium
The Wing Mac Frankford	wings	medium
The Wing Queen	wings	high
The Yard McKinney TX	null	low
The homestead Bakery	bakery	high
Theos Cafe	cafe	low
Therapeutic Skin Coach	null	high
Thhbp Brioche Doree	bakery	medium
Three Flames Barbeque Llc	barbecue-classic	high
Three Ovens Allen Llc	null	low
Tia Borre Comida Mexicana	mexican	high
Tibet Tiffin	indian	low
Tic Toc Food Store Inc	null	low
Tienda Hispana	latin-american	medium
Tienda Hispana 	latin-american	medium
Tienda Santa Rosa	latin-american	low
Tiffany Khong Phu Inc	null	low
Tiki Creek	null	low
Tilleys Custom Homes Inc	null	high
Timeless Staffing Services, Llc.	null	high
Tin Star Taco Bar	tacos	high
Tinker Inc	null	high
Tinsley Group	null	high
Titches Bar And Bistro	bar	medium
Title Partners, Llc	null	high
Tj's Fresh Seafood Market & Catering Iii, Llc	seafood-classic	high
Tj's Fresh Seafood Market And Catering Iii, Llc	seafood-classic	high
Tk Culinary	null	low
Tkjb Inc	null	high
Tl Tran's Enterprise	null	medium
Tlc Tropical Cafe	cafe	low
Tmc Plano Llc	null	high
Tmcd Corporations	null	high
Tn Tailor &amp Travel, Inc	null	high
Tnt Pizza Llc	pizza-classic	high
Toasted Coffee + Kitchen	coffee	high
Toasted Simple	null	low
Toasted Walnut Table and Market	null	low
Tocumbo Llc	null	low
Todai Seafood Buffet	buffet	medium
Toloache Entertainment Llc	null	medium
Tom Bean Burger	burgers	high
Tomato Tamoto	null	low
Tomkins And Associates	null	high
Tomorrow Telecom, Inc	null	high
Tonnu Insurance Agency, Llc	null	high
Tony Pham, Inc	null	high
Tony Roma's	barbecue-classic	medium
Tony T Chuong Mdmanagement P A	null	high
Tony's Tex-Mex Restaurant	tex-mex	high
Tonys Pizza Pasta & Sub	pizza-classic	high
Top Food Llc	null	high
Tope's Kitchen	null	medium
Tortas Ahogadas El Rinconcito de Jalisco	mexican	high
Tortas Camis	mexican	high
Tortas El Salvador	latin-american	medium
Tortas y Tacos El Ranchito	tacos	high
Tortilla Casa	mexican	medium
Tortilleria El Charrito	mexican	high
Tovi Enterprises Inc Dba Broadway Pizza & Pasta	pizza-classic	high
Town Center Holdings, Inc.	null	high
Towne Grill	null	medium
Toñita’s bakery and more	bakery	high
Tp Products	null	high
Tqn Group Llc Dba Bitter End	bar	low
Tradicioncafellc	cafe	low
Trailer Birds	chicken	low
Trailer Birds TX-4962	chicken	low
Tran And Company Llc	null	high
Tranquility Brays Llc	null	high
Travis Walk	null	high
Traymore Nursing Home	null	high
Trb Bed & Ford, Llc	null	high
Tres Amigos Mexican Restaurant	mexican	high
Triad Restaurant/retail Services & Construction	null	high
Tricky Fish Inc	seafood-classic	medium
Trident Restaurant Group	null	high
Trieu & Trieu Group Llc	null	high
Trifork Enterprises Llc Dba Simply Fondue Fort Worth	new-american	low
Trimark Strategic	null	high
Triniti Ii Llc	null	high
Trinity Auto Graphics	null	high
Trinity BBQ	barbecue-classic	high
Trinity Commercial Servcies, Llc	null	high
Trinity Glass And Facility Maintenance	null	high
Trinity Grease Services, Llc	null	high
Trinity Hospitality Llc Dba Masala Twist	indian	high
Trinity West Ventures. Llc	null	high
Trinity X Ray	null	high
Trio Pizza & Pasta	pizza-classic	high
Triple G Restaurant Group. Llc	null	high
Trisha Restaurant Corporation	null	high
Trompo	tacos	medium
Trompo Bros. 	tacos	medium
Trompo East Dallas	tacos	medium
Trophy Ranch	null	medium
Tropical Smoothie Cafe	juice-smoothie	high
Tropical Sno- Granbury	dessert	medium
TruEats	null	medium
Truck Yard Nmtx Llc	null	medium
True Food Kitchen	new-american	medium
Trutech Service Solutions, Llc	null	high
Ts &amp G, Llc Dba Texas Sand &amp Gravel Db A Ts &amp	null	high
Tti Food Inc	null	high
Tto Wa-tto Wa Mat Zip Llc	null	high
Tucker	null	high
Tucker, Richard And Lee, Ltd	null	high
Tumbleweed Pizza Partners Lp	pizza-classic	high
Tuna's Snowball Snow-cone	dessert	medium
Tuscany Bistro Italian Cuisine	italian-classic	high
Tuscany’s Italian Restaurant	italian-classic	high
Tutto Restaurant Llc	italian-classic	low
Tuxedo Connect Llc	null	high
Tvt Enterprises, Llc. Dba Nothing Bundt Cakes	bakery	high
Tweaker Energy Drink	null	medium
Twice the Ice - Everman	null	medium
Twice the Ice Richland Hills	null	medium
Twigs American Kitchen - Grandscape	new-american	medium
Twigs Fort Worth	null	low
Twin Peaks	sports-bar	medium
Twin Restaurant Holdings, Llc.	null	low
Twin Restaurant Lv-i Llc	null	low
Twisted BBQ Q	barbecue-classic	high
Twisted Mac	comfort-food	medium
Two Hands	null	low
Two Senoritas	mexican	medium
Two Turtle Creek Village	null	high
Two Yj Llc Dba Beauty N Us	null	high
Two brothers	null	high
Tworow's Classic Grille	null	low
Tworows Restaurant & Brewery Of Houston, Ltd.	brewpub	medium
Tx Metro Restaurant Llc	null	high
Tx Southern Sweets	dessert	medium
TxWes Food Pantry	null	high
Tyler Vapor Llc	null	high
Tyve, Lp	null	high
Ultimate Cuisine By Chef Tom	null	medium
UltimateYou Munchies	null	medium
Unbeleafable Management Llc	null	medium
UnbelievaBOWL! Asian Grill	pan-asian	high
Uncle Cecil's Pizza #1 Llc	pizza-classic	high
Uncle Ej's BBQ	barbecue-classic	high
Uncle G'z Flavors	null	medium
Uncle Julio's Corporation	mexican	medium
Uncle Ray’s Drive In	diner	low
Uncle Vinnie's	italian-classic	low
Uncork'd Wine Bar & Grill Llc	wine-bar	high
Undecided Cafe	cafe	medium
Unicorn Cafe	cafe	medium
Unifocus	null	high
Unikor Trading Llc	null	high
Union 45	null	medium
Unique Air Conditioning &amp Heating	null	high
United Cellular, Inc	null	high
Unitybond Inc	null	high
Universal Associates Llc	null	high
Unleavened Fresh Kitchen	deli-sandwiches	low
Unleavened University Park Llc	null	low
Unt Avesta	null	medium
Up Inspired Kitchen	null	low
Upper Deck Bar And Grill	sports-bar	low
Upper House	null	medium
Upper Level Events - Seven Points, Texas	null	high
Uptown Eats	null	medium
Uptown Pizza Llc	pizza-classic	high
Urban Eatz	null	medium
Urban Tadka	indian	high
Urdy's Catering And Food Services	null	high
Us Claims Solutions Llc	null	high
Usaa Plano It	null	high
Usazmm Inc	null	high
Uscai,llc	null	high
Ut Restaurant Holdings Inc	null	high
Utopia Complete Llc	null	high
Uvia's Bistro	null	medium
V &amp V Partnership Llc	null	high
V's House	null	high
VFW	null	high
VIP Arena Sports Bar	sports-bar	high
Validgrad	null	high
Valley Ranch Portos Llc	null	low
Valli's International Kitchen	null	medium
Value Groceries Inc	null	high
Vana And Sons, Llc	null	high
Vandelay Hospitality Group	null	high
Vannchhun & Kim Inc	null	high
Vargas Inc	null	high
VarosTacos	tacos	high
Vasari Llc	null	high
Vasari, Llc Dba	null	high
Vecente	null	high
Velour restaurant	null	medium
Venduni- Corporate Office	null	high
Vera Cruz	mexican	medium
Veranda	null	high
Veronas Restaurant	italian-classic	low
Veronica's Tamales and More	mexican	high
Versacold	null	high
Verse Kitchen & Bar	null	medium
Vessel Media Group	null	high
Vibe Restaurants	null	high
Victor's Auto And Tire Service	null	high
Victory Real Estate Development, Llc	null	high
Victory Social Eatery	null	medium
Vida Bowls	bowls	high
Viet Thai Llc	vietnamese	medium
Villa Fresh Italian Kitchen	italian-classic	high
Villa Kempinski	null	low
Village Baking Company	bakery	high
Village Burger Bar, Llc	burgers	high
Village Restaurants Llc	null	high
Vincent Marcozzi	null	high
Vinegar And Oil Concepts	null	medium
Vino	wine-bar	medium
Vip Contracting Llc	null	high
Vip Sports Bar & Grill, Inc	sports-bar	high
Viper Management Services 2 Llc	null	high
Viridian Biergarten	german	high
Virtue Property Management Inc	null	high
Viseon Inc	null	high
Vital Alchemy	null	high
Viva 53 Pizzeria	pizza-classic	high
Vix Chemical	null	high
Vn Food An Vat	vietnamese	high
Vnc Inc Dba Best Value In	null	high
Vns Sweets Llc	dessert	medium
Vo Lu, Inc	null	high
Volli North Richland Hills	null	high
Vrp Hospitality Group Lp Dba Quality Inn	null	high
Vse Media	null	high
W P Operations Inc Dba Scrubs Etc	null	high
W Sports Grill Llc	sports-bar	medium
W Wheels Snowcone	dessert	medium
W&afoodinc	null	high
WNB Factory	wings	medium
WORK. Bar & Grill	bar	medium
Waffle O’licious	breakfast	medium
Waiter.Com	null	high
Walk-on's Sports Bistreaux - Arlington Restaurant	sports-bar	high
Walker Management Group Llc	null	high
Walloon's Restaurant	null	medium
Walnut Glen Cafe	cafe	medium
Warehouser Of Denton	null	high
Wasabi International, Inc	japanese	medium
Wasabi Sushi & Steak House	sushi	high
Watanabe Inc	null	medium
Watauga Kabab N Kurry	indian	medium
Wava Halal Grill	halal	high
Waxahachie Ice Cream Llc	ice-cream	high
Wayback Burgers	burgers	high
Wb Frisco Llc	null	high
Wb&g 6 Inc	null	high
Wdj Happy Family Inc	null	medium
Weatherford City Limits	null	medium
Webco Products Inc	null	high
Wei Xing Corporation Dba Healthy Feet Or Healthy Massage	null	high
Wen Den	null	medium
Wepancakes	breakfast	medium
Wesley Holding Llc Dba Eti	null	high
West African Cuisine	west-african	high
West African Way	west-african	high
West Dfw Rei Group, Llc.	null	high
West End Grill	null	medium
West Fork Grill	null	medium
Western Addition	null	medium
Western Addition, Inc.	null	medium
Westmoreland Capital Corporation	null	high
Weston Ryder Llc	null	high
Westside Wings 214	wings	high
Wet Willies	bar	medium
Wharf at Bayview Marina	seafood-classic	medium
Whataburger CORP OFFICE	burgers	high
Whisk Crepes Cafe	french	medium
Whiskey Cake Llc	new-american	medium
Whisky Woman Cooks	null	medium
White Blossom Enterprise Inc	null	high
White Rock Yacht Club	null	medium
Whitfield's Bar-B-Q and Catfish	barbecue-classic	high
Wholesale Accessories	null	high
Wholesale Copiers	null	high
Wholesome Grub	null	medium
Wholesome To Go	null	medium
Wi-Fry	fast-food	low
Wick Phillips	null	high
Wild About Harry's	ice-cream	low
William J Fieldsmith Md Pa	null	high
William J Fieldsmith, Md, Pa	null	high
Williams & Schettler Inc	null	high
Williams Chicken	chicken	high
Williams Fried Chicken, Inc.	chicken	high
Williamson Insurance Group, Llc	null	high
Willie D’s	null	medium
Windsor Restaurant Ventures, L.p	null	medium
Wing City Mesquite	wings	high
Wing Stop-Cedarhill	wings	high
Wing Stop-West Plano	wings	high
Wing Zone	wings	high
Wing2Go	wings	high
Wings By The Pound	wings	high
Wings Etc	wings	high
Wings N More	wings	high
Wings N Things	wings	high
Wings Of Glory	wings	high
Wings Pizza N Things	wings	medium
Wings Street	wings	high
Wiri Fire Hot Sauce	null	low
Wk Thai Corporation	thai	high
Wl Marsaw And Associates Llc	null	high
Wohemiya Ethiopian Restaurant	ethiopian	high
Wok & Roll	chinese	medium
Wok Restaurant	chinese	medium
Wok n Roll Express	chinese	medium
Wolf Agency	null	high
Wolf Den Family Restaurant	null	medium
Wolf Restaurant Group	null	high
Wonder Woman Kitchen Creations	null	medium
Wong Hui Inc Dba East Ocean Restaurant	chinese	medium
Wood & Grain Bistro	null	low
Wood's Food Masters, Inc. Dba Joe's	null	medium
Woodlands Grill at Watters Creek	null	medium
Woods Inlet Corp	null	high
Wooju Inc	null	low
Workman Holding Corp	null	high
Wow Donuts & Bakery Inc	donuts	high
Wright Creations INC	null	high
Written by the Seasons, The Quad	null	low
Wtv Investments Inc	null	high
Wylie Ice Cream Llc	ice-cream	high
Xalka Healthcare Solutions, Llc	null	high
Xavier's Taqueria	mexican	high
Xiao's Llc	null	low
Xile-lin Llc	null	high
Xing Chinese Kitchen Inc	chinese	high
Xoxo Social	null	low
Xpress Cellular Repair, Llc	null	high
Xpress Shisha Cafe and Grocery	middle-eastern	medium
Y &amp A Holdings, Llc	null	high
Yadahly Llc Dba Thai Lotus	thai	high
Yaksa Restaurant and Bar	null	low
Yamato Dining Inc	japanese	medium
Yangs Smokehouse	smokehouse	medium
Yangtze International	chinese	medium
Yara Masri Managment Company	null	medium
Yawbus, Inc	null	high
Yaya Restaurant Inc	null	low
Ybl Investments Ii Llc	null	high
Yee & Associates Pc	null	high
Yein Enterprises, Inc	null	high
Yemandi Yemeni Cuisine	middle-eastern	high
Yemas Cafe	cafe	low
Yemsade Restaurant	null	low
Yen Vo Investments, Inc	null	high
Yesterdays Sandwich Shop	deli-sandwiches	high
Yh Group Inc	null	high
Yin Tang Spicy Hot Pot	chinese	high
Ying Chinese Cafe	chinese	high
Yisiki Llc	null	high
Yk Business Services Inc	null	high
Yogurt In Motion	dessert	medium
Yojac Restaurant Group Llc	null	high
Yong Feng Ge Llc Dba Dumpling House	chinese	high
Yong Li Inc	null	medium
Yoon & H Corp	null	medium
Your Denton Sonic	fast-food	medium
Yoyo Berri	dessert	low
Yuan Food	null	low
Yumilicious.beaconsq	dessert	low
Yummy Box	null	low
Yummy Sichuan	chinese	high
Yummy Yummy Tortilla Factory	mexican	high
Yy Global Inc	null	high
Z&Z Smokehouse	smokehouse	high
Z's Cafe & Catering	cafe	low
Z's Wok in Watauga	chinese	high
ZZIZIM Plano	korean	medium
Zacados in Carrollton texas	mexican	low
Zacatecana Birreria y Taqueria 	tacos	high
Zag Afro-fusion Cuisine	west-african	medium
Zahr Food Inc	null	medium
Zalat Pizza	pizza-classic	high
Zam Zam Irving Chatpate by Khaye La	pakistani	low
Zambos Latin & African Food	latin-american	medium
Zan Inc	null	high
Zapata's Mexican Grill & Cantina 	mexican	high
Zarebs Inc	null	high
Zatar	middle-eastern	medium
Zato Thai Cuisine and Sushi Bar	thai	high
Zc, Llc	null	high
Zea Woodfire Grill	new-american	low
Zemen Bar & Restaurant	ethiopian	medium
Zeno's Famous Meatball Kitchen	italian-classic	medium
Zhang Family Corporation	null	medium
Zio Al's Signature	italian-classic	medium
Ziziki's	greek	medium
Zm Investments	null	high
Zodiac North Park Center	null	medium
Zodiac Room	null	medium
Zoe's Kitchen Usa, Llc.	mediterranean	medium
ZoeDio Kitchen	null	medium
Zon Zon	null	low
Zook Hospitality Corp.	null	high
Zoya Restaurants, Llc	null	medium
Ztejas	tex-mex	medium
Zu F&b Llc	null	high
Zuper Elote	mexican	high
Zuzu Handmade Mexican Food Restaurants	mexican	high
Zuzu’s Handmade Mexican Food	mexican	high
Zzu &amp Corporation	null	high
blessing's restaurant	null	low
charlie's big burger	burgers	high
cheesesteak magy's	deli-sandwiches	high
familymealeatery	null	medium
il Bracco	italian-classic	medium
karada DFW Restaurant	japanese	low
la oruga la gran plaza	null	low
paqueteria el junior	null	medium
parigi	null	low
rocketbelly	null	medium
super taqueria	tacos	high
team building with taste	null	low
ความสุขของชีวิต	thai	medium
大食代 Food Republic	food-hall	high
깐부활어	korean	medium
차장금 레스토랑 Mrs. Tchah's restaurant	korean	low
